Date,,Berri1,Berri1 IN,Berri1 OUT,CSC,CSC IN,CSC OUT,Maisonneuve_1,Mais1 IN,Mais1 OUT,Maisonneuve_2,Mais2 IN,Mais2 OUT,Parc,Parc IN,Parc OUT,PierDup,PierDup IN,PierDup OUT,Rachel1,Rachel1 IN,Rachel1 OUT,Saint-Urbain,Saint-Urbain New_IN,Saint-Urbain New_OUT,Totem_Laurier,Totem_Laurier_IN,Totem_Laurier_OUT
06/07/2013,0:00,4774,2233,2541,1447,876,571,4733,2569,2164,4733,2569,2164,2091,792,1299,3176,1655,1521,5300,2623,2677,,,,2803,1607,1196
07/07/2013,0:00,3909,1950,1959,1282,750,532,3438,1968,1470,3438,1968,1470,1655,551,1104,2615,1355,1260,4518,2142,2376,,,,2293,1342,951
08/07/2013,0:00,5181,2619,2562,2484,1397,1087,6391,3314,3077,6391,3314,3077,3397,1252,2145,2217,1112,1105,5803,2996,2807,,,,3654,2168,1486
09/07/2013,0:00,6142,2760,3382,2842,1637,1205,7302,3783,3519,7302,3783,3519,3749,1389,2360,3138,1628,1510,6663,3578,3085,,,,4136,2416,1720
10/07/2013,0:00,4169,2009,2160,1941,1068,873,5268,2751,2517,5268,2751,2517,2669,991,1678,1020,510,510,4540,2251,2289,,,,3264,1897,1367
11/07/2013,0:00,6303,2909,3394,2763,1565,1198,7332,3861,3471,7332,3861,3471,3708,1382,2326,2827,1404,1423,6650,3499,3151,,,,4155,2443,1712
12/07/2013,0:00,6157,2754,3403,2349,1396,953,6846,3577,3269,6846,3577,3269,3420,1312,2108,3067,1565,1502,6885,3489,3396,,,,3948,2271,1677
13/07/2013,0:00,4887,2108,2779,1366,811,555,4408,2347,2061,4408,2347,2061,1872,690,1182,3833,1955,1878,5551,2765,2786,,,,2974,1721,1253
14/07/2013,0:00,3670,1714,1956,1287,755,532,3844,2066,1778,3844,2066,1778,1756,661,1095,3265,1690,1575,4862,2270,2592,,,,2720,1614,1106
15/07/2013,0:00,4760,2186,2574,2168,1208,960,6196,3265,2931,6196,3265,2931,3153,1162,1991,2223,1113,1110,5594,2945,2649,,,,3840,2194,1646
16/07/2013,0:00,5283,2359,2924,2315,1281,1034,6753,3572,3181,6753,3572,3181,3373,1255,2118,2333,1172,1161,5922,3128,2794,,,,4046,2291,1755
17/07/2013,0:00,4296,1939,2357,1910,1048,862,5499,2874,2625,5499,2874,2625,2767,1064,1703,1588,797,791,4790,2579,2211,,,,2967,1609,1358
18/07/2013,0:00,5021,2433,2588,2063,1191,872,6131,3174,2957,6131,3174,2957,3031,1136,1895,1773,887,886,4853,2628,2225,,,,3382,1966,1416
19/07/2013,0:00,2758,1293,1465,1051,600,451,3540,1924,1616,3540,1924,1616,1806,711,1095,717,372,345,2956,1454,1502,,,,2245,1319,926
20/07/2013,0:00,3598,1658,1940,1141,702,439,3866,2066,1800,3866,2066,1800,1541,612,929,2042,1056,986,4518,2279,2239,,,,2538,1456,1082
21/07/2013,0:00,4978,2398,2580,1583,986,597,4253,2412,1841,4253,2412,1841,2174,868,1306,4841,2525,2316,5603,2701,2902,,,,2867,1685,1182
22/07/2013,0:00,5562,2571,2991,2541,1435,1106,6564,3447,3117,6564,3447,3117,3333,1211,2122,3380,1701,1679,6234,3175,3059,,,,3463,2016,1447
23/07/2013,0:00,3630,1814,1816,1552,890,662,4222,2210,2012,4222,2210,2012,2146,753,1393,1619,811,808,4166,2154,2012,,,,2465,1485,980
24/07/2013,0:00,4888,2188,2700,2374,1351,1023,6381,3314,3067,6381,3314,3067,3237,1203,2034,2403,1235,1168,5338,2816,2522,,,,3278,1882,1396
25/07/2013,0:00,5913,2807,3106,2527,1472,1055,7118,3701,3417,7118,3701,3417,3524,1304,2220,3003,1503,1500,6208,3209,2999,,,,3671,2115,1556
26/07/2013,0:00,5434,2542,2892,2040,1164,876,6323,3344,2979,6323,3344,2979,2899,1100,1799,2784,1327,1457,5930,3015,2915,,,,3469,2032,1437
27/07/2013,0:00,4678,2178,2500,1486,913,573,4458,2394,2064,4458,2394,2064,1890,699,1191,4476,2312,2164,5506,2750,2756,,,,3015,1769,1246
28/07/2013,0:00,2719,1359,1360,986,595,391,2904,1628,1276,2904,1628,1276,1319,492,827,1630,847,783,3297,1525,1772,,,,1979,1162,817
29/07/2013,0:00,4342,2053,2289,2179,1244,935,5639,2997,2642,5639,2997,2642,2888,1050,1838,2250,1126,1124,5073,2665,2408,,,,3203,1828,1375
30/07/2013,0:00,5934,2820,3114,2595,1498,1097,6862,3645,3217,6862,3645,3217,3368,1224,2144,3321,1682,1639,6343,3276,3067,,,,3627,2092,1535
31/07/2013,0:00,6128,2898,3230,2712,1548,1164,6951,3708,3243,6951,3708,3243,3487,1262,2225,4373,2283,2090,6327,3319,3008,,,,3989,2318,1671
01/08/2013,0:00,3716,1754,1962,1651,957,694,4769,2554,2215,4769,2554,2215,2421,887,1534,1089,586,503,4152,2195,1957,,,,2651,1509,1142
02/08/2013,0:00,4562,2145,2417,1788,1046,742,5463,2892,2571,5463,2892,2571,2569,956,1613,2657,1367,1290,5073,2604,2469,,,,3168,1780,1388
03/08/2013,0:00,3783,1777,2006,1184,739,445,3712,2052,1660,3712,2052,1660,1584,614,970,2775,1420,1355,4181,2046,2135,,,,2516,1469,1047
04/08/2013,0:00,2671,1257,1414,975,589,386,2857,1590,1267,2857,1590,1267,1266,487,779,2018,1057,961,3447,1699,1748,,,,1886,1127,759
05/08/2013,0:00,4980,2405,2575,2402,1376,1026,6407,3388,3019,6407,3388,3019,3255,1151,2104,2795,1428,1367,5988,2985,3003,,,,3356,1940,1416
06/08/2013,0:00,6023,2873,3150,2516,1417,1099,7124,3742,3382,7124,3742,3382,3381,1191,2190,3430,1792,1638,6434,3321,3113,,,,3790,2154,1636
07/08/2013,0:00,5255,2606,2649,2192,1262,930,6081,3188,2893,6081,3188,2893,3191,1165,2026,2414,1203,1211,5408,2705,2703,,,,3485,2007,1478
08/08/2013,0:00,5156,2538,2618,2131,1197,934,6075,3183,2892,6075,3183,2892,3143,1123,2020,1885,945,940,5206,2804,2402,,,,3612,2030,1582
09/08/2013,0:00,4187,2019,2168,1742,978,764,5333,2880,2453,5333,2880,2453,2551,945,1606,1339,670,669,4698,2320,2378,,,,3143,1792,1351
10/08/2013,0:00,4014,1947,2067,1268,769,499,3950,2198,1752,3950,2198,1752,1623,624,999,2803,1452,1351,4692,2353,2339,,,,2800,1597,1203
11/08/2013,0:00,4002,1981,2021,1358,824,534,3617,1996,1621,3617,1996,1621,1755,717,1038,3689,1910,1779,5042,2453,2589,,,,2556,1495,1061
12/08/2013,0:00,5371,2624,2747,2395,1358,1037,6043,3215,2828,6043,3215,2828,3160,1158,2002,2560,1315,1245,5941,3015,2926,,,,3519,2054,1465
13/08/2013,0:00,3803,1879,1924,1683,980,703,4829,2537,2292,4829,2537,2292,2348,859,1489,996,510,486,4011,2029,1982,,,,2765,1536,1229
14/08/2013,0:00,3411,1667,1744,1714,1026,688,4459,2313,2146,4459,2313,2146,2242,798,1444,1043,514,529,4546,2321,2225,,,,2874,1667,1207
15/08/2013,0:00,5641,2696,2945,2461,1437,1024,6322,3320,3002,6322,3320,3002,3162,1179,1983,2343,1208,1135,6040,3128,2912,,,,3649,2036,1613
16/08/2013,0:00,4767,2222,2545,1978,1142,836,5725,3000,2725,5725,3000,2725,2731,1014,1717,1777,902,875,5558,2773,2785,,,,3381,1982,1399
17/08/2013,0:00,4654,2235,2419,1375,796,579,4049,2210,1839,4049,2210,1839,1873,736,1137,3303,1684,1619,5281,2675,2606,,,,2776,1656,1120
18/08/2013,0:00,4695,2366,2329,1388,829,559,3842,2127,1715,3842,2127,1715,1769,654,1115,3487,1833,1654,5345,2593,2752,,,,2913,1723,1190
19/08/2013,0:00,5375,2673,2702,2506,1433,1073,6159,3221,2938,6159,3221,2938,3166,1151,2015,2364,1225,1139,5947,2993,2954,,,,3579,2018,1561
20/08/2013,0:00,6127,3035,3092,2771,1583,1188,6806,3572,3234,6806,3572,3234,3337,1198,2139,2573,1336,1237,6015,3242,2773,,,,4248,2447,1801
21/08/2013,0:00,6075,3003,3072,2676,1556,1120,6877,3595,3282,6877,3595,3282,3485,1296,2189,2356,1146,1210,6074,3125,2949,,,,4293,2482,1811
22/08/2013,0:00,2699,1294,1405,1339,749,590,3511,1885,1626,3511,1885,1626,1801,673,1128,586,322,264,3029,1491,1538,,,,2008,1154,854
23/08/2013,0:00,5162,2493,2669,2335,1388,947,6406,3383,3023,6406,3383,3023,3068,1145,1923,2116,1097,1019,5793,2950,2843,,,,3653,2105,1548
24/08/2013,0:00,4219,2077,2142,1473,888,585,4177,2235,1942,4177,2235,1942,1796,637,1159,3058,1599,1459,5172,2580,2592,,,,2778,1639,1139
25/08/2013,0:00,3918,2001,1917,1442,835,607,3752,2093,1659,3752,2093,1659,1843,686,1157,3381,1766,1615,5119,2433,2686,,,,2742,1637,1105
26/08/2013,0:00,3797,1822,1975,2120,1259,861,4892,2607,2285,4892,2607,2285,2555,958,1597,1021,504,517,4506,2217,2289,,,,2875,1659,1216
27/08/2013,0:00,5566,2655,2911,2805,1631,1174,6355,3351,3004,6355,3351,3004,3373,1222,2151,2153,1075,1078,5888,3008,2880,,,,3738,2126,1612
28/08/2013,0:00,5560,2752,2808,2759,1606,1153,6323,3376,2947,6323,3376,2947,3355,1264,2091,1881,915,966,5673,2871,2802,,,,3886,2217,1669
29/08/2013,0:00,5806,2789,3017,2766,1577,1189,6713,3554,3159,6713,3554,3159,3466,1342,2124,1941,958,983,6044,3126,2918,,,,3995,2303,1692
30/08/2013,0:00,4381,2117,2264,2209,1274,935,5409,2821,2588,5409,2821,2588,2724,1039,1685,1632,844,788,5109,2490,2619,,,,3106,1809,1297
31/08/2013,0:00,2682,1316,1366,1018,616,402,3178,1741,1437,3178,1741,1437,1385,488,897,1494,753,741,3593,1787,1806,,,,2303,1349,954
01/09/2013,0:00,4091,2027,2064,1389,837,552,3991,2172,1819,3991,2172,1819,1913,800,1113,3896,1986,1910,5136,2432,2704,,,,2858,1708,1150
02/09/2013,0:00,1513,781,732,802,464,338,2073,1155,918,2073,1155,918,929,368,561,824,408,416,2359,1066,1293,,,,1533,875,658
03/09/2013,0:00,5710,2841,2869,3174,1803,1371,7127,3802,3325,7127,3802,3325,3683,1372,2311,1357,671,686,5298,2692,2606,,,,3524,2055,1469
04/09/2013,0:00,5460,2610,2850,3258,1805,1453,7005,3679,3326,7005,3679,3326,3884,1469,2415,1512,775,737,5561,2851,2710,,,,2913,631,2282
05/09/2013,0:00,6321,2897,3424,3292,1875,1417,7109,3747,3362,7109,3747,3362,3983,1492,2491,1762,873,889,5823,3107,2716,,,,2363,849,1514
06/09/2013,0:00,5555,2547,3008,2848,1641,1207,6797,3499,3298,6797,3499,3298,3593,1357,2236,2022,1011,1011,5780,2978,2802,,,,3534,2002,1532
07/09/2013,0:00,2324,1056,1268,1137,679,458,2899,1581,1318,2899,1581,1318,1335,497,838,1255,646,609,3215,1549,1666,,,,2170,1291,879
08/09/2013,0:00,2997,1440,1557,1423,850,573,3183,1709,1474,3183,1709,1474,1808,731,1077,1768,929,839,3971,1934,2037,,,,2224,1276,948
09/09/2013,0:00,5558,2575,2983,3202,1788,1414,6783,3537,3246,6783,3537,3246,4043,1511,2532,1564,794,770,5494,2806,2688,,,,3466,1941,1525
10/09/2013,0:00,3278,1610,1668,1697,991,706,4107,2184,1923,4107,2184,1923,2439,903,1536,385,196,189,3264,1640,1624,,,,2464,1439,1025
11/09/2013,0:00,5412,2597,2815,2997,1705,1292,6449,3414,3035,6449,3414,3035,3629,1383,2246,1470,753,717,5355,2698,2657,,,,3790,2107,1683
12/09/2013,0:00,2877,1444,1433,1646,950,696,3917,2062,1855,3917,2062,1855,2255,759,1496,428,198,230,3111,1545,1566,,,,2433,1377,1056
13/09/2013,0:00,3869,1715,2154,2253,1301,952,5168,2739,2429,5168,2739,2429,3096,1193,1903,953,436,517,4085,2153,1932,,,,3065,1665,1400
14/09/2013,0:00,2488,1098,1390,1494,1038,456,2911,1568,1343,2911,1568,1343,979,363,616,1075,592,483,3277,1628,1649,,,,2456,1395,1061
15/09/2013,0:00,2243,1053,1190,1749,1079,670,2933,1616,1317,2933,1616,1317,1804,849,955,1459,752,707,3623,1727,1896,,,,2527,1439,1088
16/09/2013,0:00,4206,1992,2214,2466,1394,1072,5485,2885,2600,5485,2885,2600,3272,1236,2036,855,407,448,4307,2149,2158,,,,3012,1682,1330
17/09/2013,0:00,5506,2612,2894,3153,1765,1388,6626,3489,3137,6626,3489,3137,3882,1446,2436,1485,757,728,5332,2700,2632,,,,3745,2088,1657
18/09/2013,0:00,5676,2726,2950,3330,1883,1447,6712,3551,3161,6712,3551,3161,4074,1508,2566,1759,904,855,5571,2806,2765,,,,3921,2156,1765
19/09/2013,0:00,5989,2809,3180,3264,1894,1370,7121,3787,3334,7121,3787,3334,3938,1449,2489,1786,901,885,6082,3146,2936,,,,3999,2224,1775
20/09/2013,0:00,6027,2833,3194,2971,1742,1229,7010,3703,3307,7010,3703,3307,3908,1492,2416,2318,1220,1098,6284,3196,3088,,,,4199,2188,2011
21/09/2013,0:00,2126,954,1172,1009,595,414,2726,1537,1189,2726,1537,1189,1258,473,785,692,359,333,3060,1462,1598,,,,2224,1267,957
22/09/2013,0:00,1265,630,635,689,408,281,1829,993,836,1829,993,836,964,329,635,443,229,214,2453,1284,1169,,,,1705,912,793
23/09/2013,0:00,4704,2310,2394,2673,1498,1175,5749,2985,2764,5749,2985,2764,3416,1297,2119,1008,495,513,4532,2187,2345,,,,3274,1833,1441
24/09/2013,0:00,5347,2489,2858,2905,1628,1277,6470,3323,3147,6470,3323,3147,3773,1384,2389,1389,711,678,4834,2595,2239,,,,3656,1974,1682
25/09/2013,0:00,5264,2498,2766,3065,1702,1363,6554,3378,3176,6554,3378,3176,4008,1481,2527,1417,718,699,5321,2705,2616,,,,3839,2125,1714
26/09/2013,0:00,5241,2467,2774,2800,1571,1229,6634,3403,3231,6634,3403,3231,3747,1420,2327,1292,642,650,4726,2529,2197,,,,3721,1946,1775
27/09/2013,0:00,5120,2343,2777,2593,1490,1103,6035,3105,2930,6035,3105,2930,3398,1267,2131,1380,706,674,5309,2702,2607,,,,3821,1970,1851
28/09/2013,0:00,3734,1748,1986,1473,880,593,3819,2065,1754,3819,2065,1754,1791,673,1118,2308,1170,1138,4792,2335,2457,,,,3318,1809,1509
29/09/2013,0:00,3396,1587,1809,1521,858,663,3416,1931,1485,3416,1931,1485,1842,717,1125,2435,1288,1147,5090,2476,2614,,,,3014,1614,1400
30/09/2013,0:00,5365,2490,2875,2778,1580,1198,6543,3422,3121,6543,3422,3121,3771,1393,2378,1656,840,816,5361,2760,2601,,,,3927,2156,1771
01/10/2013,0:00,5780,2687,3093,3228,1814,1414,7051,3661,3390,7051,3661,3390,4051,1516,2535,1520,795,725,5393,2732,2661,,,,3978,2111,1867
02/10/2013,0:00,5574,2529,3045,3128,1731,1397,6937,3654,3283,6937,3654,3283,4011,1510,2501,1438,710,728,5328,2797,2531,,,,3952,2110,1842
03/10/2013,0:00,5538,2583,2955,3228,1825,1403,7009,3666,3343,7009,3666,3343,3962,1515,2447,1579,795,784,5155,2820,2335,,,,4135,2236,1899
04/10/2013,0:00,4292,1910,2382,2275,1329,946,5725,2989,2736,5725,2989,2736,3237,1251,1986,937,419,518,4703,2388,2315,,,,3518,1870,1648
05/10/2013,0:00,2727,1263,1464,1287,751,536,3420,1880,1540,3420,1880,1540,1652,649,1003,1246,645,601,3930,1934,1996,,,,2834,1509,1325
06/10/2013,0:00,1291,650,641,680,379,301,1593,849,744,1593,849,744,968,317,651,368,193,175,2227,1020,1207,,,,1646,944,702
07/10/2013,0:00,2808,1223,1585,1570,898,672,3610,1960,1650,3610,1960,1650,2288,954,1334,388,212,176,2748,1419,1329,,,,2287,1213,1074
08/10/2013,0:00,4645,2245,2400,2624,1465,1159,5791,3041,2750,5791,3041,2750,3430,1259,2171,898,446,452,4479,2223,2256,,,,3444,1871,1573
09/10/2013,0:00,5107,2351,2756,2887,1644,1243,6152,3176,2976,6152,3176,2976,3847,1503,2344,1211,616,595,4998,2580,2418,,,,3758,2074,1684
10/10/2013,0:00,5239,2423,2816,2822,1580,1242,6150,3191,2959,6150,3191,2959,3703,1400,2303,1201,620,581,5068,2601,2467,,,,3833,2068,1765
11/10/2013,0:00,4642,2127,2515,2370,1367,1003,5535,2895,2640,5535,2895,2640,3177,1222,1955,1295,670,625,4791,2451,2340,,,,3631,1952,1679
12/10/2013,0:00,2898,1357,1541,1187,691,496,3061,1664,1397,3061,1664,1397,1487,564,923,1830,961,869,3726,1816,1910,,,,2659,1455,1204
13/10/2013,0:00,2622,1208,1414,1059,627,432,2574,1450,1124,2574,1450,1124,1413,563,850,1816,978,838,3362,1583,1779,,,,2240,1232,1008
14/10/2013,0:00,1091,526,565,532,308,224,1237,700,537,1237,700,537,777,285,492,242,120,122,1679,795,884,,,,1305,690,615
15/10/2013,0:00,4544,2007,2537,2408,1368,1040,5590,2909,2681,5590,2909,2681,3311,1237,2074,864,424,440,4160,2087,2073,,,,3107,1664,1443
16/10/2013,0:00,3713,1713,2000,2108,1206,902,4879,2549,2330,4879,2549,2330,3061,1142,1919,597,287,310,3719,1866,1853,,,,2974,1378,1596
17/10/2013,0:00,4490,2005,2485,2389,1324,1065,5955,3083,2872,5955,3083,2872,3321,1252,2069,775,391,384,4298,2175,2123,,,,3355,1784,1571
18/10/2013,0:00,3188,1433,1755,1395,942,453,4310,2259,2051,4310,2259,2051,2608,979,1629,433,203,230,3496,1708,1788,,,,2751,1472,1279
19/10/2013,0:00,1982,918,1064,845,505,340,2580,1382,1198,2580,1382,1198,1345,485,860,595,309,286,2770,1331,1439,,,,2274,1201,1073
20/10/2013,0:00,1541,760,781,807,482,325,2161,1236,925,2161,1236,925,1210,434,776,380,196,184,2201,1018,1183,,,,1858,1023,835
21/10/2013,0:00,3402,1608,1794,1657,915,742,4643,2433,2210,4643,2433,2210,2906,1127,1779,659,331,328,3400,1723,1677,,,,2721,1500,1221
22/10/2013,0:00,2881,1425,1456,1308,727,581,3911,2051,1860,3911,2051,1860,2386,856,1530,554,255,299,2949,1442,1507,,,,2493,1333,1160
23/10/2013,0:00,3670,1805,1865,1752,955,797,4773,2457,2316,4773,2457,2316,3014,1140,1874,621,312,309,3664,1935,1729,,,,2772,1493,1279
24/10/2013,0:00,3258,1570,1688,1468,813,655,4371,2280,2091,4371,2280,2091,2600,1002,1598,541,240,301,3133,1633,1500,,,,2566,1393,1173
25/10/2013,0:00,2849,1396,1453,1323,733,590,3758,1971,1787,3758,1971,1787,2377,877,1500,435,214,221,3072,1545,1527,,,,2501,1314,1187
26/10/2013,0:00,683,335,348,307,176,131,941,502,439,941,502,439,551,194,357,62,32,30,1062,482,580,,,,1003,596,407
27/10/2013,0:00,1056,510,546,464,262,202,1390,771,619,1390,771,619,767,296,471,248,126,122,1490,712,778,,,,1250,694,556
28/10/2013,0:00,2216,1112,1104,1306,712,594,2987,1583,1404,2987,1583,1404,1918,696,1222,252,122,130,2407,1185,1222,,,,1994,1129,865
29/10/2013,0:00,3120,1455,1665,1525,822,703,3739,1946,1793,3739,1946,1793,2453,930,1523,417,208,209,2956,1461,1495,,,,2284,1209,1075
30/10/2013,0:00,3222,1582,1640,1660,870,790,3839,2035,1804,3839,2035,1804,2416,964,1452,421,213,208,3073,1598,1475,,,,2441,1356,1085
31/10/2013,0:00,1941,881,1060,1045,564,481,2131,1146,985,2131,1146,985,1587,640,947,188,110,78,1859,953,906,,,,1707,911,796
01/11/2013,0:00,1658,847,811,808,480,328,2125,1148,977,2125,1148,977,1430,516,914,163,78,85,1824,901,923,,,,1194,779,415
02/11/2013,0:00,815,415,400,377,220,157,1141,631,510,1141,631,510,639,242,397,111,50,61,1234,620,614,,,,1141,626,515
03/11/2013,0:00,1094,524,570,518,306,212,1351,736,615,1351,736,615,829,281,548,312,153,159,1682,795,887,,,,1390,800,590
04/11/2013,0:00,2492,1191,1301,1402,771,631,3109,1609,1500,3109,1609,1500,2166,870,1296,290,143,147,2442,1190,1252,,,,2029,1098,931
05/11/2013,0:00,2857,1387,1470,1478,797,681,3574,1931,1643,3574,1931,1643,2240,898,1342,391,197,194,2785,1408,1377,,,,2210,1206,1004
06/11/2013,0:00,2900,1414,1486,1543,866,677,1875,920,955,1875,920,955,2271,910,1361,429,210,219,2805,1437,1368,,,,2248,1193,1055
07/11/2013,0:00,2429,1217,1212,1301,723,578,2902,1608,1294,2902,1608,1294,1925,740,1185,193,100,93,2385,1189,1196,,,,1953,1020,933
08/11/2013,0:00,2248,1093,1155,1197,660,537,2755,1496,1259,2755,1496,1259,1777,688,1089,218,109,109,2396,1169,1227,,,,2148,1151,997
09/11/2013,0:00,1060,510,550,458,260,198,1343,735,608,1343,735,608,690,234,456,213,111,102,1612,752,860,,,,1153,644,509
10/11/2013,0:00,504,255,249,241,129,112,669,379,290,669,379,290,442,157,285,35,19,16,795,360,435,,,,761,467,294
11/11/2013,0:00,1545,759,786,907,504,403,1909,1023,886,1909,1023,886,1438,585,853,128,71,57,1660,816,844,,,,1407,726,681
12/11/2013,0:00,1805,844,961,941,509,432,2226,1169,1057,2226,1169,1057,1422,555,867,122,61,61,1794,876,918,,,,1470,786,684
13/11/2013,0:00,1814,854,960,886,494,392,2186,1159,1027,2186,1159,1027,1405,505,900,126,64,62,1759,875,884,,,,1467,779,688
14/11/2013,0:00,2210,1050,1160,1002,506,496,2565,1416,1149,2565,1416,1149,1637,685,952,247,130,117,2112,1027,1085,,,,1874,1034,840
15/11/2013,0:00,2242,1077,1165,1101,611,490,2842,1518,1324,2842,1518,1324,1763,712,1051,291,149,142,2505,1228,1277,,,,1982,1110,872
16/11/2013,0:00,1367,707,660,634,352,282,1508,832,676,1508,832,676,784,303,481,593,312,281,2099,1027,1072,,,,1550,825,725
17/11/2013,0:00,610,342,268,310,165,145,747,394,353,747,394,353,503,160,343,152,75,77,1056,494,562,,,,966,575,391
18/11/2013,0:00,1424,692,732,807,430,377,1795,991,804,1795,991,804,1347,510,837,101,50,51,1558,743,815,,,,1240,675,565
19/11/2013,0:00,1717,900,817,892,457,435,2074,1109,965,2074,1109,965,1528,561,967,118,58,60,1742,854,888,,,,1506,788,718
20/11/2013,0:00,1797,875,922,994,525,469,2112,1143,969,2112,1143,969,1580,574,1006,163,80,83,1868,907,961,,,,1535,831,704
21/11/2013,0:00,1816,892,924,988,515,473,2073,1106,967,2073,1106,967,1498,585,913,128,66,62,1863,876,987,,,,1485,783,702
22/11/2013,0:00,1132,584,548,597,314,283,1382,748,634,1382,748,634,1058,380,678,57,28,29,1421,643,778,,,,1152,619,533
23/11/2013,0:00,650,348,302,296,163,133,792,434,358,792,434,358,503,181,322,72,37,35,1020,534,486,,,,821,458,363
24/11/2013,0:00,324,163,161,148,83,65,459,248,211,459,248,211,284,90,194,12,8,4,529,240,289,,,,528,305,223
25/11/2013,0:00,911,447,464,432,219,213,1309,721,588,1309,721,588,858,318,540,72,38,34,1032,490,542,,,,880,492,388
26/11/2013,0:00,1249,593,656,672,343,329,1659,892,767,1659,892,767,1126,416,710,109,57,52,1373,673,700,,,,1136,603,533
27/11/2013,0:00,401,221,180,2,2,0,517,284,233,517,284,233,283,93,190,7,3,4,468,225,243,,,,425,234,191
28/11/2013,0:00,341,88,253,0,0,0,510,303,207,510,303,207,200,75,125,18,11,7,422,201,221,,,,172,103,69
29/11/2013,0:00,340,88,252,0,0,0,501,276,225,501,276,225,187,56,131,14,7,7,443,226,217,,,,274,180,94
30/11/2013,0:00,174,22,152,0,0,0,260,151,109,260,151,109,61,19,42,11,8,3,248,125,123,,,,243,158,85
01/12/2013,0:00,145,15,130,0,0,0,77,27,50,230,128,102,76,29,47,7,2,5,296,144,152,,,,231,145,86
02/12/2013,0:00,427,124,303,0,0,0,123,56,67,673,376,297,269,97,172,20,8,12,636,316,320,,,,452,227,225
03/12/2013,0:00,556,259,297,0,0,0,350,176,174,738,417,321,343,98,245,10,6,4,692,331,361,,,,487,255,232
04/12/2013,0:00,709,355,354,0,0,0,350,173,177,908,476,432,441,124,317,21,8,13,806,401,405,,,,602,295,307
05/12/2013,0:00,635,321,314,1,0,1,366,196,170,824,452,372,440,140,300,12,6,6,773,392,381,,,,713,341,372
06/12/2013,0:00,761,376,385,13,7,6,511,307,204,964,536,428,580,188,392,38,20,18,907,445,462,,,,966,522,444
07/12/2013,0:00,342,173,169,7,4,3,185,104,81,418,225,193,241,78,163,24,11,13,575,284,291,,,,513,280,233
08/12/2013,0:00,270,145,125,6,4,2,139,87,52,361,208,153,209,62,147,19,8,11,512,238,274,,,,471,262,209
09/12/2013,0:00,280,156,124,3,2,1,142,77,65,275,132,143,183,64,119,16,10,6,349,159,190,,,,354,230,124
10/12/2013,0:00,452,245,207,0,0,0,241,134,107,495,271,224,261,80,181,9,4,5,502,249,253,,,,196,114,82
11/12/2013,0:00,481,276,205,1,0,1,258,142,116,505,297,208,288,96,192,7,3,4,533,262,271,,,,303,171,132
12/12/2013,0:00,382,210,172,0,0,0,223,132,91,443,225,218,269,92,177,1,0,1,441,235,206,,,,344,205,139
13/12/2013,0:00,305,146,159,0,0,0,183,112,71,416,224,192,210,75,135,5,1,4,410,216,194,,,,379,209,170
14/12/2013,0:00,92,45,47,0,0,0,43,31,12,124,58,66,74,30,44,3,2,1,152,73,79,,,,496,365,131
15/12/2013,0:00,33,8,25,0,0,0,21,16,5,47,28,19,21,6,15,0,0,0,29,18,11,,,,303,90,213
16/12/2013,0:00,214,51,163,0,0,0,90,36,54,240,129,111,94,41,53,0,0,0,210,101,109,,,,790,296,494
17/12/2013,0:00,269,111,158,0,0,0,128,66,62,277,170,107,126,57,69,0,0,0,260,132,128,,,,294,183,111
18/12/2013,0:00,240,99,141,9,5,4,163,96,67,353,202,151,143,57,86,0,0,0,366,184,182,,,,341,229,112
19/12/2013,0:00,265,108,157,6,2,4,176,111,65,388,212,176,136,71,65,11,2,9,398,212,186,,,,411,273,138
20/12/2013,0:00,125,34,91,0,0,0,74,33,41,173,107,66,65,35,30,2,2,0,166,88,78,,,,432,278,154
21/12/2013,0:00,44,12,32,5,1,4,26,7,19,52,32,20,16,3,13,4,3,1,61,38,23,,,,113,90,23
22/12/2013,0:00,19,5,14,0,0,0,8,1,7,44,20,24,4,1,3,0,0,0,2,2,0,,,,59,49,10
23/12/2013,0:00,63,15,48,0,0,0,55,3,52,109,59,50,16,5,11,0,0,0,0,0,0,,,,261,138,123
24/12/2013,0:00,36,2,34,0,0,0,36,0,36,39,13,26,14,6,8,0,0,0,1,0,1,,,,190,149,41
25/12/2013,0:00,5,0,5,0,0,0,13,0,13,4,1,3,6,3,3,0,0,0,0,0,0,,,,42,29,13
26/12/2013,0:00,7,2,5,0,0,0,28,2,26,75,38,37,10,5,5,0,0,0,0,0,0,,,,54,43,11
27/12/2013,0:00,77,25,52,0,0,0,62,2,60,123,80,43,13,2,11,3,1,2,0,0,0,,,,134,110,24
28/12/2013,0:00,36,10,26,7,7,0,61,43,18,70,42,28,17,8,9,2,1,1,0,0,0,,,,156,67,89
29/12/2013,0:00,32,7,25,0,0,0,35,24,11,67,41,26,14,5,9,2,1,1,0,0,0,,,,94,59,35
30/12/2013,0:00,29,9,20,0,0,0,44,35,9,81,50,31,27,8,19,3,2,1,80,53,27,,,,91,40,51
31/12/2013,0:00,14,1,13,0,0,0,35,17,18,58,38,20,17,9,8,0,0,0,74,42,32,,,,147,79,68
01/01/2014,0:00,9,2,7,0,0,0,22,13,9,28,16,12,14,8,6,3,1,2,21,13,8,,,,77,55,22
