Date,,Berri1,Berri1 IN,Berri1 OUT,CSC,CSC IN,CSC OUT,Maisonneuve_1,Mais1 IN,Mais1 OUT,Maisonneuve_2,Mais2 IN,Mais2 OUT,Parc,Parc IN,Parc OUT,PierDup,PierDup IN,PierDup OUT,Rachel1,Rachel1 IN,Rachel1 OUT,Saint-Urbain,Saint-Urbain New_IN,Saint-Urbain New_OUT,Totem_Laurier,Totem_Laurier_IN,Totem_Laurier_OUT
07/02/2012,0:00,316,139,177,0,0,0,209,102,107,516,244,272,225,88,137,9,5,4,0,0,0,,,,,,
08/02/2012,0:00,271,111,160,0,0,0,202,106,96,503,260,243,215,83,132,4,1,3,1,1,0,,,,,,
09/02/2012,0:00,342,160,182,0,0,0,227,119,108,471,243,228,231,83,148,11,5,6,0,0,0,,,,,,
10/02/2012,0:00,303,145,158,1,1,0,206,120,86,478,245,233,216,74,142,6,3,3,2,2,0,,,,,,
11/02/2012,0:00,71,20,51,0,0,0,63,21,42,112,56,56,49,15,34,3,1,2,0,0,0,,,,,,
12/02/2012,0:00,78,27,51,0,0,0,36,13,23,91,44,47,53,17,36,5,3,2,0,0,0,,,,,,
13/02/2012,0:00,211,92,119,0,0,0,175,98,77,408,202,206,207,67,140,4,2,2,0,0,0,,,,,,
14/02/2012,0:00,318,136,182,0,0,0,186,86,100,504,241,263,243,94,149,9,5,4,1,0,1,,,,,,
15/02/2012,0:00,307,141,166,0,0,0,180,96,84,491,264,227,232,76,156,5,3,2,1,0,1,,,,,,
16/02/2012,0:00,386,197,189,1,1,0,212,114,98,569,299,270,295,102,193,10,4,6,0,0,0,,,,,,
17/02/2012,0:00,332,170,162,3,3,0,237,129,108,496,287,209,260,99,161,11,5,6,1,0,1,,,,,,
18/02/2012,0:00,220,119,101,1,1,0,159,87,72,280,153,127,134,37,97,30,13,17,0,0,0,,,,,,
19/02/2012,0:00,169,84,85,3,2,1,110,60,50,205,112,93,113,46,67,13,6,7,2,1,1,,,,,,
20/02/2012,0:00,303,154,149,2,1,1,224,127,97,470,256,214,243,78,165,14,8,6,10,4,6,,,,,,
21/02/2012,0:00,441,219,222,5,2,3,292,169,123,503,262,241,286,89,197,10,5,5,6,1,5,,,,,,
22/02/2012,0:00,375,216,159,10,9,1,263,148,115,501,276,225,264,83,181,12,7,5,3,0,3,,,,,,
23/02/2012,0:00,397,218,179,10,9,1,293,173,120,528,294,234,329,113,216,22,13,9,13,3,10,,,,,,
24/02/2012,0:00,243,120,123,4,3,1,187,101,86,313,173,140,137,58,79,4,2,2,13,3,10,,,,,,
25/02/2012,0:00,62,43,19,0,0,0,48,31,17,52,23,29,18,10,8,2,0,2,5,3,2,,,,,,
26/02/2012,0:00,78,56,22,0,0,0,76,49,27,47,10,37,35,11,24,4,2,2,0,0,0,,,,,,
27/02/2012,0:00,119,82,37,4,4,0,94,32,62,298,132,166,134,55,79,3,2,1,5,3,2,,,,,,
28/02/2012,0:00,195,137,58,0,0,0,158,79,79,350,201,149,168,58,110,9,3,6,3,0,3,,,,,,
29/02/2012,0:00,242,121,121,0,0,0,164,88,76,446,241,205,190,67,123,7,4,3,4,1,3,,,,,,
01/03/2012,0:00,92,21,71,0,0,0,56,17,39,199,108,91,63,27,36,0,0,0,14,8,6,,,,,,
02/03/2012,0:00,143,47,96,0,0,0,56,22,34,283,175,108,77,31,46,7,2,5,1,0,1,,,,,,
03/03/2012,0:00,82,37,45,0,0,0,65,17,48,133,67,66,47,17,30,2,1,1,0,0,0,,,,,,
04/03/2012,0:00,107,51,56,2,1,1,79,24,55,138,80,58,60,22,38,15,7,8,0,0,0,,,,,,
05/03/2012,0:00,155,64,91,1,1,0,114,59,55,363,212,151,157,58,99,8,4,4,2,0,2,,,,,,
06/03/2012,0:00,269,113,156,0,0,0,192,94,98,437,258,179,170,66,104,10,4,6,0,0,0,,,,,,
07/03/2012,0:00,438,189,249,3,3,0,290,146,144,715,398,317,266,93,173,28,14,14,0,0,0,,,,,,
08/03/2012,0:00,348,173,175,6,4,2,238,121,117,530,288,242,270,86,184,9,5,4,9,5,4,,,,,,
09/03/2012,0:00,371,191,180,8,7,1,279,157,122,575,308,267,268,78,190,8,6,2,38,17,21,,,,,,
10/03/2012,0:00,182,92,90,13,12,1,162,89,73,296,164,132,165,61,104,0,0,0,58,32,26,,,,,,
11/03/2012,0:00,380,207,173,60,48,12,253,123,130,540,290,250,289,85,204,0,0,0,285,156,129,,,,,,
12/03/2012,0:00,802,387,415,179,134,45,618,347,271,1265,702,563,747,249,498,0,0,0,548,313,235,,,,,,
13/03/2012,0:00,442,244,198,145,98,47,321,184,137,769,409,360,425,136,289,0,0,0,325,200,125,,,,,,
14/03/2012,0:00,469,234,235,146,90,56,313,191,122,739,405,334,451,149,302,0,0,0,336,193,143,,,,,,
15/03/2012,0:00,724,357,367,244,160,84,562,331,231,1021,555,466,631,212,419,63,33,30,565,313,252,,,,,,
16/03/2012,0:00,423,213,210,149,93,56,305,187,118,695,393,302,419,133,286,9,7,2,422,230,192,,,,,,
17/03/2012,0:00,681,371,310,287,192,95,422,202,220,872,492,380,468,190,278,334,176,158,1008,549,459,,,,,,
18/03/2012,0:00,1940,962,978,856,543,313,1036,572,464,1923,1085,838,1021,374,647,1128,575,553,2477,1298,1179,,,,,,
19/03/2012,0:00,1821,892,929,1024,601,423,1278,749,529,2581,1370,1211,1609,585,1024,506,263,243,2058,1076,982,,,,,,
20/03/2012,0:00,2481,1218,1263,1261,723,538,1709,978,731,3130,1705,1425,1955,728,1227,762,380,382,2609,1397,1212,,,,,,
21/03/2012,0:00,2829,1390,1439,1558,884,674,1893,1082,811,3510,1887,1623,2225,875,1350,993,496,497,2846,1609,1237,,,,,,
22/03/2012,0:00,2195,1012,1183,1030,572,458,1640,977,663,2654,1418,1236,1958,780,1178,548,270,278,2254,1292,962,,,,,,
23/03/2012,0:00,2115,1004,1111,1143,669,474,1512,855,657,2955,1597,1358,1791,705,1086,663,336,327,2325,1264,1061,,,,,,
24/03/2012,0:00,753,395,358,336,217,119,517,277,240,1001,515,486,635,233,402,277,153,124,1035,506,529,,,,,,
25/03/2012,0:00,520,266,254,243,144,99,309,180,129,691,389,302,427,153,274,145,79,66,723,376,347,,,,,,
26/03/2012,0:00,968,486,482,564,328,236,729,431,298,1493,810,683,965,390,575,130,63,67,1168,615,553,,,,,,
27/03/2012,0:00,1049,527,522,517,310,207,774,457,317,1576,866,710,972,368,604,163,86,77,1207,620,587,,,,,,
28/03/2012,0:00,435,215,220,179,111,68,329,195,134,709,385,324,486,179,307,28,15,13,529,286,243,,,,,,
29/03/2012,0:00,878,426,452,406,233,173,646,400,246,1264,703,561,807,309,498,78,38,40,937,515,422,,,,,,
30/03/2012,0:00,1157,592,565,529,300,229,910,550,360,1596,863,733,957,354,603,196,98,98,1288,666,622,,,,,,
31/03/2012,0:00,980,470,510,499,321,178,587,307,280,1083,589,494,706,269,437,524,267,257,1370,720,650,,,,,,
01/04/2012,0:00,662,369,293,341,204,137,442,189,253,824,439,385,471,151,320,168,87,81,1086,578,508,,,,,,
02/04/2012,0:00,1937,933,1004,967,552,415,1537,870,667,2853,1497,1356,1614,638,976,394,198,196,2122,1089,1033,,,,,,
03/04/2012,0:00,2416,1135,1281,1078,610,468,1791,1085,706,3556,1904,1652,1880,755,1125,513,252,261,2450,1294,1156,,,,,,
04/04/2012,0:00,2211,1113,1098,933,531,402,1674,993,681,2956,1542,1414,1666,649,1017,274,132,142,2242,1182,1060,,,,,,
05/04/2012,0:00,2424,1145,1279,1036,568,468,1823,1070,753,3273,1704,1569,1699,671,1028,355,172,183,2463,1286,1177,,,,,,
06/04/2012,0:00,1633,806,827,650,404,246,1045,585,460,1913,1010,903,975,392,583,621,319,302,2138,1068,1070,,,,,,
07/04/2012,0:00,1208,577,631,494,298,196,739,406,333,1445,776,669,709,304,405,598,301,297,1566,767,799,,,,,,
08/04/2012,0:00,1164,606,558,560,342,218,621,329,292,1333,705,628,704,269,435,792,394,398,1533,746,787,,,,,,
09/04/2012,0:00,828,398,430,298,165,133,560,314,246,1048,558,490,605,229,376,65,32,33,1001,499,502,,,,,,
10/04/2012,0:00,2183,1091,1092,909,520,389,1588,940,648,2932,1565,1367,1736,676,1060,252,132,120,2108,1083,1025,,,,,,
11/04/2012,0:00,2328,1105,1223,1049,584,465,1765,1038,727,3122,1623,1499,1843,700,1143,330,160,170,2311,1205,1106,,,,,,
12/04/2012,0:00,3064,1428,1636,1483,863,620,2306,1349,957,4076,2180,1896,2280,921,1359,590,292,298,3213,1602,1611,,,,,,
13/04/2012,0:00,3341,1523,1818,1505,892,613,2565,1448,1117,4465,2365,2100,2358,947,1411,922,467,455,3728,1902,1826,,,,,,
14/04/2012,0:00,2890,1437,1453,1072,670,402,1639,897,742,2994,1624,1370,1594,620,974,1284,638,646,3428,1693,1735,,,,,,
15/04/2012,0:00,2554,1149,1405,1210,763,447,1637,921,716,2954,1648,1306,1559,645,914,1846,975,871,3604,1770,1834,,,,,,
16/04/2012,0:00,3643,1681,1962,1841,1056,785,2723,1584,1139,4830,2535,2295,2677,1092,1585,1061,544,517,3616,1848,1768,,,,,,
17/04/2012,0:00,3539,1507,2032,1616,947,669,2636,1508,1128,4592,2418,2174,2450,1009,1441,544,269,275,3333,1664,1669,,,,,,
18/04/2012,0:00,3570,1641,1929,1751,1058,693,2759,1606,1153,4655,2412,2243,2534,1025,1509,706,338,368,3542,1828,1714,,,,,,
19/04/2012,0:00,4231,1928,2303,2010,1213,797,3235,1823,1412,5311,2801,2510,2877,1160,1717,1206,625,581,3929,2090,1839,,,,,,
20/04/2012,0:00,2087,972,1115,800,499,301,1529,831,698,2922,1521,1401,1531,586,945,170,83,87,2065,990,1075,,,,,,
21/04/2012,0:00,533,261,272,212,124,88,398,206,192,710,375,335,408,158,250,50,27,23,755,339,416,,,,,,
22/04/2012,0:00,1853,792,1061,487,314,173,1224,661,563,1331,703,628,654,311,343,198,111,87,1779,822,957,,,,,,
23/04/2012,0:00,623,336,287,315,180,135,544,306,238,1076,574,502,612,237,375,27,14,13,846,401,445,,,,,,
24/04/2012,0:00,1810,880,930,720,418,302,1355,743,612,2379,1251,1128,1286,497,789,188,95,93,1753,851,902,,,,,,
25/04/2012,0:00,2966,1362,1604,1023,612,411,2228,1264,964,3444,1844,1600,1800,711,1089,445,221,224,2454,1249,1205,,,,,,
26/04/2012,0:00,2751,1233,1518,1069,625,444,2196,1315,881,3546,1943,1603,1789,752,1037,381,205,176,2438,1267,1171,,,,,,
27/04/2012,0:00,1986,878,1108,743,441,302,1526,869,657,2586,1387,1199,1298,531,767,139,65,74,1899,959,940,,,,,,
28/04/2012,0:00,1684,760,924,628,378,250,1190,645,545,1908,1018,890,931,368,563,523,252,271,2323,1186,1137,,,,,,
29/04/2012,0:00,1970,917,1053,765,464,301,1212,663,549,2077,1148,929,1062,434,628,702,345,357,2493,1203,1290,,,,,,
30/04/2012,0:00,3610,1550,2060,1572,961,611,2825,1612,1213,4675,2431,2244,2446,973,1473,851,431,420,3541,1772,1769,,,,,,
01/05/2012,0:00,1986,938,1048,815,503,312,1722,934,788,2766,1488,1278,1516,573,943,195,90,105,1960,932,1028,,,,,,
02/05/2012,0:00,3724,1685,2039,1677,1006,671,2885,1619,1266,4731,2487,2244,2508,961,1547,876,437,439,3501,1759,1742,,,,,,
03/05/2012,0:00,3698,1612,2086,1618,932,686,3001,1684,1317,4943,2586,2357,2577,1027,1550,731,374,357,3603,1728,1875,,,,,,
04/05/2012,0:00,2511,1101,1410,1163,674,489,2058,1155,903,3717,1959,1758,1823,695,1128,380,182,198,2631,1279,1352,,,,,,
05/05/2012,0:00,3492,1556,1936,1366,816,550,2106,1134,972,3696,1990,1706,1779,743,1036,1677,886,791,4108,2065,2043,,,,,,
06/05/2012,0:00,3411,1586,1825,1525,942,583,1815,969,846,3346,1805,1541,1879,773,1106,2036,1059,977,4633,2259,2374,,,,,,
07/05/2012,0:00,5552,2592,2960,2573,1508,1065,3959,2228,1731,6355,3338,3017,3416,1373,2043,1848,924,924,5253,2619,2634,,,,,,
08/05/2012,0:00,1241,634,607,625,368,257,991,533,458,1729,930,799,1007,368,639,119,56,63,1383,655,728,,,,,,
09/05/2012,0:00,3297,1484,1813,1545,942,603,2700,1484,1216,4343,2316,2027,2340,922,1418,737,363,374,3129,1640,1489,,,,,,
10/05/2012,0:00,2755,1269,1486,1227,724,503,2130,1261,869,4056,2146,1910,2075,847,1228,399,207,192,2437,1234,1203,,,,,,
11/05/2012,0:00,4639,2145,2494,1803,1070,733,3663,2013,1650,5713,3011,2702,2888,1141,1747,1260,619,641,4499,2280,2219,,,,,,
12/05/2012,0:00,3854,1662,2192,1457,895,562,2429,1312,1117,3894,2110,1784,1805,778,1027,2268,1182,1086,4855,2427,2428,,,,,,
13/05/2012,0:00,2741,1294,1447,1223,732,491,1703,893,810,3086,1731,1355,1592,649,943,1394,700,694,3496,1705,1791,,,,,,
14/05/2012,0:00,6189,2883,3306,2709,1625,1084,4402,2537,1865,7006,3672,3334,3868,1517,2351,2215,1106,1109,5775,2983,2792,,,,,,
15/05/2012,0:00,3964,1726,2238,1773,1038,735,3144,1779,1365,5088,2687,2401,2650,1045,1605,975,481,494,3765,1972,1793,,,,,,
16/05/2012,0:00,4947,2184,2763,2178,1300,878,3681,2058,1623,5882,3103,2779,3057,1244,1813,1332,684,648,4348,2349,1999,,,,,,
17/05/2012,0:00,5351,2459,2892,2441,1436,1005,4182,2380,1802,6551,3400,3151,3408,1361,2047,1631,827,804,4988,2505,2483,,,,,,
18/05/2012,0:00,5980,2611,3369,2241,1345,896,4415,2458,1957,6646,3436,3210,3196,1305,1891,1711,863,848,5273,2698,2575,,,,,,
19/05/2012,0:00,4732,2199,2533,1454,875,579,2807,1480,1327,4673,2563,2110,1966,791,1175,2914,1527,1387,5293,2661,2632,,,,,,
20/05/2012,0:00,5255,2453,2802,1663,1036,627,2730,1378,1352,4462,2447,2015,2182,901,1281,4241,2173,2068,5539,2741,2798,,,,,,
21/05/2012,0:00,5129,2484,2645,1646,999,647,2672,1348,1324,4169,2337,1832,2044,852,1192,3413,1792,1621,5053,2497,2556,,,,,,
22/05/2012,0:00,2315,1062,1253,938,558,380,1847,1016,831,2599,1395,1204,1610,585,1025,251,124,127,2069,1059,1010,,,,,,
23/05/2012,0:00,5974,3013,2961,2650,1608,1042,4407,2469,1938,7281,3909,3372,3737,1503,2234,1826,907,919,4798,2660,2138,,,,,,
24/05/2012,0:00,6485,3141,3344,2653,1574,1079,4600,2571,2029,7600,4122,3478,3792,1498,2294,2062,1058,1004,5209,2932,2277,,,,,,
25/05/2012,0:00,5670,2792,2878,2205,1287,918,4096,2329,1767,6677,3540,3137,3341,1283,2058,1953,987,966,5174,2660,2514,,,,,,
26/05/2012,0:00,4981,2310,2671,1622,1004,618,2936,1561,1375,5017,2785,2232,2373,996,1377,3455,1783,1672,5443,2813,2630,,,,,,
27/05/2012,0:00,4391,2030,2361,1525,911,614,2578,1385,1193,4559,2499,2060,2073,772,1301,2886,1433,1453,5168,2507,2661,,,,,,
28/05/2012,0:00,4263,1914,2349,1962,1127,835,3449,1945,1504,5789,3066,2723,2898,1131,1767,1027,492,535,3894,2064,1830,,,,,,
29/05/2012,0:00,3152,1519,1633,1184,716,468,2325,1333,992,3912,2143,1769,1933,833,1100,475,244,231,2731,1466,1265,,,,,,
30/05/2012,0:00,6475,3056,3419,2722,1662,1060,4806,2651,2155,7644,4077,3567,3817,1495,2322,2454,1268,1186,5172,2917,2255,,,,,,
31/05/2012,0:00,5123,2367,2756,2177,1252,925,3985,2263,1722,6632,3459,3173,3205,1227,1978,1389,673,716,4410,2301,2109,,,,,,
01/06/2012,0:00,6092,2782,3310,2604,1522,1082,4110,2517,1593,7181,3735,3446,3895,1699,2196,1692,877,815,6595,3450,3145,,,,,,
02/06/2012,0:00,904,454,450,392,185,207,630,344,286,1259,726,533,628,266,362,71,41,30,1436,582,854,,,,,,
03/06/2012,0:00,2763,1238,1525,1897,1034,863,2020,1153,867,3774,2069,1705,2324,1420,904,1312,633,679,4936,2512,2424,,,,,,
04/06/2012,0:00,2718,1200,1518,1408,830,578,2095,1272,823,4266,2244,2022,2168,794,1374,333,172,161,3090,1516,1574,,,,,,
05/06/2012,0:00,5843,2625,3218,2721,1611,1110,3927,2456,1471,7314,3879,3435,3786,1502,2284,1232,600,632,5348,2751,2597,,,,,,
06/06/2012,0:00,6047,2739,3308,2724,1602,1122,4273,2631,1642,7825,4111,3714,3987,1557,2430,1223,609,614,5269,2940,2329,,,,,,
07/06/2012,0:00,6235,2797,3438,2607,1558,1049,4670,2850,1820,8220,4548,3672,3972,1563,2409,1019,501,518,5724,3063,2661,,,,,,
08/06/2012,0:00,4190,1714,2476,1833,1048,785,3303,2106,1197,5898,3316,2582,3001,1180,1821,623,335,288,4474,2363,2111,,,,,,
09/06/2012,0:00,5185,2266,2919,1672,1019,653,3418,2053,1365,5589,3361,2228,2451,968,1483,1551,810,741,6026,3094,2932,,,,,,
10/06/2012,0:00,5083,2383,2700,1812,1086,726,2905,1627,1278,4761,2658,2103,2328,891,1437,1833,903,930,6170,3028,3142,,,,,,
11/06/2012,0:00,6203,2868,3335,2577,1466,1111,4333,2692,1641,7005,3721,3284,3757,1510,2247,1264,610,654,5721,2940,2781,,,,,,
12/06/2012,0:00,3346,1383,1963,1556,882,674,2362,1546,816,4220,2336,1884,2381,1046,1335,589,332,257,3030,1682,1348,,,,,,
13/06/2012,0:00,6221,2851,3370,2792,1655,1137,4374,2643,1731,7312,3881,3431,3825,1501,2324,1968,1010,958,5887,3154,2733,,,,,,
14/06/2012,0:00,6899,3176,3723,2978,1775,1203,4809,2911,1898,7942,4215,3727,4223,1605,2618,2386,1194,1192,6243,3346,2897,,,,,,
15/06/2012,0:00,7104,3197,3907,2469,1476,993,4999,3083,1916,7685,4002,3683,4053,1561,2492,2293,1143,1150,6491,3346,3145,,,,,,
16/06/2012,0:00,5412,2404,3008,1651,985,666,3099,1787,1312,4900,2685,2215,2337,865,1472,3280,1721,1559,5537,2772,2765,,,,,,
17/06/2012,0:00,4597,2282,2315,1552,932,620,2082,1121,961,4077,2270,1807,2020,804,1216,3453,1766,1687,5128,2540,2588,,,,,,
18/06/2012,0:00,5918,2764,3154,2703,1578,1125,3582,2191,1391,6835,3575,3260,3960,1539,2421,2455,1239,1216,5496,2960,2536,,,,,,
19/06/2012,0:00,5389,2498,2891,2360,1361,999,3447,2106,1341,6673,3568,3105,3438,1368,2070,1711,863,848,5015,2643,2372,,,,,,
20/06/2012,0:00,5715,2704,3011,2402,1390,1012,3524,2119,1405,6857,3636,3221,3510,1432,2078,2363,1179,1184,4852,2641,2211,,,,,,
21/06/2012,0:00,5186,2430,2756,2195,1263,932,3297,2058,1239,6686,3464,3222,3272,1309,1963,2265,1086,1179,4957,2707,2250,,,,,,
22/06/2012,0:00,5404,2280,3124,1934,1095,839,3612,2248,1364,6666,3582,3084,3252,1338,1914,2009,1009,1000,5263,2850,2413,,,,,,
23/06/2012,0:00,3738,1701,2037,1326,799,527,1842,1100,742,3991,2203,1788,1910,832,1078,2585,1314,1271,4824,2339,2485,,,,,,
24/06/2012,0:00,3334,1543,1791,1152,671,481,1423,819,604,2977,1619,1358,1510,630,880,3634,1865,1769,4581,2319,2262,,,,,,
25/06/2012,0:00,2249,979,1270,1077,621,456,1374,862,512,3020,1667,1353,1440,579,861,1349,715,634,3283,1750,1533,,,,,,
26/06/2012,0:00,3322,1495,1827,1435,827,608,2139,1376,763,4314,2329,1985,2193,860,1333,620,320,300,3223,1669,1554,,,,,,
27/06/2012,0:00,3152,1435,1717,1322,761,561,2142,1291,851,4212,2271,1941,2134,777,1357,536,262,274,2897,1584,1313,,,,,,
28/06/2012,0:00,6098,2599,3499,2381,1384,997,4411,2744,1667,6886,3634,3252,3523,1387,2136,2415,1230,1185,5175,2913,2262,,,,,,
29/06/2012,0:00,5783,2627,3156,1935,1135,800,4004,2443,1561,6662,3558,3104,3090,1307,1783,2109,1100,1009,5332,2868,2464,,,,,,
30/06/2012,0:00,4728,2133,2595,1359,780,579,3007,1687,1320,4234,2311,1923,1822,795,1027,2870,1512,1358,4527,2279,2248,,,,,,
01/07/2012,0:00,4738,2145,2593,1343,803,540,2911,1582,1329,3952,2160,1792,1777,784,993,3732,1948,1784,4522,2338,2184,,,,,,
02/07/2012,0:00,4143,1849,2294,1397,821,576,2658,1540,1118,3977,2167,1810,1883,756,1127,2783,1478,1305,4464,2286,2178,,,,,,
03/07/2012,0:00,6708,3091,3617,2634,1559,1075,4398,2678,1720,7399,3880,3519,3896,1563,2333,2606,1336,1270,5462,3025,2437,,,,,,
04/07/2012,0:00,5147,2240,2907,2038,1159,879,3591,2211,1380,5824,3133,2691,3070,1257,1813,1246,622,624,4493,2494,1999,,,,,,
05/07/2012,0:00,6703,2924,3779,2603,1536,1067,4830,2835,1995,7763,4179,3584,3816,1510,2306,2746,1439,1307,5153,2996,2157,,,,,,
06/07/2012,0:00,5963,2614,3349,2095,1211,884,4137,2489,1648,6955,3647,3308,3387,1354,2033,2248,1138,1110,5610,2945,2665,,,,,,
07/07/2012,0:00,5445,2269,3176,1289,787,502,3802,2104,1698,5000,2704,2296,2132,995,1137,3156,1605,1551,4939,2518,2421,,,,,,
08/07/2012,0:00,4677,2269,2408,1497,886,611,2407,1244,1163,4457,2520,1937,2089,834,1255,4386,2250,2136,5535,2687,2848,,,,,,
09/07/2012,0:00,5669,2639,3030,2330,1355,975,3524,2207,1317,6765,3544,3221,3577,1353,2224,2599,1335,1264,4987,2795,2192,,,,,,
10/07/2012,0:00,6518,2978,3540,2625,1545,1080,4064,2512,1552,7447,3960,3487,3749,1476,2273,2822,1495,1327,5952,3236,2716,,,,,,
11/07/2012,0:00,6424,2912,3512,2548,1460,1088,3921,2415,1506,7366,3873,3493,3781,1504,2277,2779,1431,1348,5474,3137,2337,,,,,,
12/07/2012,0:00,6178,2792,3386,2371,1372,999,3772,2317,1455,7202,3756,3446,3687,1458,2229,2433,1265,1168,5140,2885,2255,,,,,,
13/07/2012,0:00,5515,2498,3017,2005,1153,852,3525,2157,1368,6508,3508,3000,3088,1220,1868,2219,1121,1098,5185,2758,2427,,,,,,
14/07/2012,0:00,4227,1887,2340,1244,736,508,2441,1425,1016,4281,2259,2022,1562,644,918,2900,1531,1369,4252,2126,2126,,,,,,
15/07/2012,0:00,3008,1374,1634,1060,652,408,1798,1054,744,3406,1862,1544,1449,589,860,2034,1048,986,3545,1741,1804,,,,,,
16/07/2012,0:00,4822,2261,2561,2092,1185,907,3141,1996,1145,6053,3238,2815,2965,1059,1906,1703,860,843,4379,2346,2033,,,,,,
17/07/2012,0:00,2761,1314,1447,1046,622,424,2001,1184,817,3799,2044,1755,1700,604,1096,569,272,297,2641,1433,1208,,,,,,
18/07/2012,0:00,6184,2748,3436,2589,1542,1047,3750,2379,1371,7324,3910,3414,3654,1391,2263,2813,1431,1382,5884,3178,2706,,,,,,
19/07/2012,0:00,6322,2804,3518,2397,1418,979,3996,2482,1514,7708,4057,3651,3777,1498,2279,2647,1379,1268,5665,3052,2613,,,,,,
20/07/2012,0:00,5812,2573,3239,2088,1234,854,3744,2321,1423,6952,3644,3308,3316,1345,1971,2538,1284,1254,5775,3026,2749,,,,,,
21/07/2012,0:00,5118,2259,2859,1419,882,537,2957,1754,1203,4683,2586,2097,1821,778,1043,3835,2006,1829,4848,2447,2401,,,,,,
22/07/2012,0:00,4938,2150,2788,1238,714,524,2683,1496,1187,4086,2267,1819,1788,718,1070,2960,1502,1458,4787,2346,2441,,,,,,
23/07/2012,0:00,3858,1706,2152,1660,974,686,2420,1608,812,4911,2647,2264,2534,1064,1470,1461,768,693,3475,1840,1635,,,,,,
24/07/2012,0:00,5252,2412,2840,2318,1372,946,3465,2132,1333,6746,3570,3176,3317,1254,2063,2170,1127,1043,4694,2626,2068,,,,,,
25/07/2012,0:00,6107,2754,3353,2593,1551,1042,3786,2347,1439,7065,3671,3394,3622,1435,2187,3132,1582,1550,5059,2851,2208,,,,,,
26/07/2012,0:00,5591,2394,3197,2043,1216,827,4174,2501,1673,6490,3339,3151,3208,1288,1920,1595,857,738,4383,2437,1946,,,,,,
27/07/2012,0:00,5733,2614,3119,1948,1175,773,3658,2200,1458,6870,3590,3280,3275,1318,1957,2653,1358,1295,5295,2770,2525,,,,,,
28/07/2012,0:00,4115,1788,2327,1345,809,536,2504,1496,1008,4501,2431,2070,1767,686,1081,2468,1277,1191,4631,2349,2282,,,,,,
29/07/2012,0:00,4207,1906,2301,1332,789,543,1791,1065,726,4237,2287,1950,1905,769,1136,3731,1928,1803,4906,2422,2484,,,,,,
30/07/2012,0:00,5225,2385,2840,2285,1319,966,2975,1836,1139,6210,3246,2964,3196,1267,1929,2564,1338,1226,5100,2631,2469,,,,,,
31/07/2012,0:00,5422,2434,2988,2185,1290,895,3145,1988,1157,6707,3540,3167,3222,1266,1956,2505,1301,1204,4468,2579,1889,,,,,,
01/08/2012,0:00,4644,2124,2520,1842,1132,710,2783,1679,1104,5852,3038,2814,2810,1078,1732,1481,744,737,3889,2138,1751,,,,,,
02/08/2012,0:00,5700,2581,3119,2361,1408,953,3340,2083,1257,6968,3658,3310,3329,1322,2007,2643,1393,1250,4828,2714,2114,,,,,,
03/08/2012,0:00,5612,2515,3097,1915,1165,750,3306,2057,1249,6451,3386,3065,2789,1189,1600,3195,1688,1507,5031,2665,2366,,,,,,
04/08/2012,0:00,4213,1868,2345,1305,805,500,2019,1220,799,4407,2404,2003,1769,740,1029,2939,1553,1386,4467,2256,2211,,,,,,
05/08/2012,0:00,1838,866,972,630,365,265,1100,641,459,2300,1262,1038,970,379,591,1066,570,496,2268,1052,1216,,,,,,
06/08/2012,0:00,5247,2431,2816,2277,1365,912,3193,1828,1365,6375,3393,2982,3187,1209,1978,2274,1191,1083,4604,2610,1994,,,,,,
07/08/2012,0:00,5987,2810,3177,2410,1409,1001,3622,2086,1536,6833,3600,3233,3480,1311,2169,2780,1432,1348,4903,2785,2118,,,,,,
08/08/2012,0:00,5516,2613,2903,2313,1346,967,3365,1989,1376,6883,3718,3165,3403,1302,2101,2226,1098,1128,4771,2637,2134,,,,,,
09/08/2012,0:00,4117,1834,2283,1802,1035,767,2601,1548,1053,5366,2821,2545,2656,1049,1607,1471,745,726,3636,1975,1661,,,,,,
10/08/2012,0:00,2408,1021,1387,934,567,367,1727,1030,697,3318,1814,1504,1641,694,947,440,209,231,2456,1271,1185,,,,,,
11/08/2012,0:00,2454,1108,1346,815,506,309,1589,902,687,2626,1452,1174,1043,412,631,1340,690,650,2608,1349,1259,,,,,,
12/08/2012,0:00,3993,1943,2050,1338,788,550,1937,1042,895,3433,1922,1511,1719,680,1039,2988,1578,1410,4178,2105,2073,,,,,,
13/08/2012,0:00,4934,2289,2645,2298,1330,968,3124,1751,1373,5934,3228,2706,3151,1204,1947,2090,1045,1045,4842,2628,2214,,,,,,
14/08/2012,0:00,5339,2453,2886,2322,1357,965,3571,2049,1522,6331,3352,2979,3260,1253,2007,1456,716,740,4362,2528,1834,,,,,,
15/08/2012,0:00,4307,2067,2240,1882,1098,784,2936,1632,1304,4953,2715,2238,2686,1057,1629,970,491,479,3877,2153,1724,,,,,,
16/08/2012,0:00,6055,2917,3138,2538,1504,1034,3898,2218,1680,6564,3538,3026,3366,1328,2038,1549,754,795,4943,2696,2247,,,,,,
17/08/2012,0:00,4239,1879,2360,1777,1052,725,3099,1747,1352,4983,2696,2287,2581,1015,1566,586,309,277,4154,2149,2005,,,,,,
18/08/2012,0:00,4443,2020,2423,1333,823,510,2505,1377,1128,3853,2215,1638,1864,711,1153,1229,596,633,4359,2254,2105,,,,,,
